title,group,product,random_key,image_url,brand,persian_name,رنگ,برند,نوع کلی,جنس,مدل,سایز,نوع آستین,طرح,ویژگی ها,استایل,نوع یقه / بسته شدن,فصل,اجناس,مدل لباس,گروه,کد محصول,کد,Raqm,ناشن,درجه کیفی,ناهمگونی,پارچه,کشور تولید کننده,اسایل,group_fa,color_fa,title_len,word_count,title_category,char_per_word,title_group_combo,len_ratio,pca1,pca2
ست تیشرت و شلوار361 مردانه مدل Bahnam,مردانه,ست تیشرت و شلوار,57064af4-5e70-4fd0-a759-d44cb895e1f1,https://image.torob.com/base/images/JN/-T/JN-TKbkyOzZNV3XS.jpg,361,ست تیشرت و شلوار361 مردانه مدل Bahnam,نامشخص,361,ست تیشرت و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,37,7,Medium,4.625,مردانه_Medium,6.5777777777777775,-0.7335272005769656,-0.6762939725312694
ست تی شرت وشلوارمردانه,مردانه,ست تی شرت و شلوار,d859f972-73a8-48a9-bfdb-41f1208507c5,https://image.torob.com/base/images/1C/sa/1Csa3mouZMl0iG-y.jpg,نامشخص,ست تی شرت وشلوارمردانه,نامشخص,نامشخص,ست تی شرت و شلوار مردانه,,,نامشخص,,,,,,,,,مردانه,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,22,4,Short,4.4,مردانه_Short,4.0740740740740735,-1.2325228184514565,-0.7688429929518342
ست پیژامه چند رنگ مردانه پیراهن یقه گرد پنبه ای کلارت قرمز اسکینی لباس خواب زمستانی شلوار گرمکن U.S. Polo Assn.,مردانه,ست پیژامه,d8eb3353-ff05-4f31-a0de-a7af434471d6,https://image.torob.com/base/images/TE/T-/TET-HG33idRLtHqU.jpg,U.S. Polo Assn.,ست پیژامه چند رنگ مردانه پیراهن یقه گرد پنبه ای کلارت قرمز اسکینی لباس خواب زمستانی شلوار گرمکن U.S. Polo Assn.,چند رنگ,U.S. Polo Assn.,ست پیژامه,پنبه ای,,نامشخص,,,اسکینی,,یقه گرد,زمستانی,,,مردانه,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﮓﻧﺭ ﺪﻨﭼ,111,21,,5.045454545454546,,18.360902255639097,-0.7414332179335538,0.36221948720064273
ست پیژامه شلوارک و یقه V مردانه ۲۱۹۹ - قرمز شرابی برند cacharel,مردانه,ست پیژامه شلوارک,57c462ea-698b-46d2-81f7-8b731f798293,https://image.torob.com/base/images/4P/DE/4PDEx_2RAsPghSC5.jpg,cacharel,ست پیژامه شلوارک و یقه V مردانه ۲۱۹۹ - قرمز شرابی برند cacharel,قرمز شرابی,cacharel,ست پیژامه شلوارک,,,نامشخص,,,,,یقه V,,,,مردانه,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﺑﺍﺮﺷ ﺰﻣﺮﻗ,63,13,Long,4.5,مردانه_Long,11.454545454545455,1.3761142092740304,0.27444125006321785
ست تیشرت شلوارک مردانه-ست مردانه-تیشرت شلوارک بیسکوییتی-تیشرت شلوارک مراکشی,مردانه,ست تیشرت شلوارک,4f1aaf8a-afa3-4c19-be90-83e7811f036e,https://image.torob.com/base/images/NW/78/NW78xJl1o2rkH7Pt.jpg,نامشخص,ست تیشرت شلوارک مردانه-ست مردانه-تیشرت شلوارک بیسکوییتی-تیشرت شلوارک مراکشی,نامشخص,نامشخص,ست تیشرت شلوارک مردانه,,,نامشخص,,,,,,,,,مردانه,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,75,9,Long,7.5,مردانه_Long,8.823529411764707,1.3254759606597801,-0.8954492917035738
خرید اینترنتی ست لباس راحتی مردانه سبز پیر کاردین PC2025Y88,مردانه,ست لباس راحتی,f341717b-24eb-4214-860e-d1bf5b6fd36b,https://image.torob.com/base/images/hG/m-/hGm-I1MR0FSj9-Eq.jpg,پیر کاردین,خرید اینترنتی ست لباس راحتی مردانه سبز پیر کاردین PC2025Y88,سبز,پیر کاردین,ست لباس راحتی مردانه,,,نامشخص,,,,,,,,,مردانه,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺰﺒﺳ,59,10,Medium,5.363636363636363,مردانه_Medium,9.271428571428572,1.873008720196121,0.04816983761508406
ست تاپ و شلوارک مردانه مدل گرگ N437,مردانه,ست تاپ و شلوارک,d57258d2-1ee8-4286-b025-fe381b2302b0,https://image.torob.com/base/images/E3/Rw/E3RwCAJhJXPJQ6Cu.jpg,نامشخص,ست تاپ و شلوارک مردانه مدل گرگ N437,نامشخص,نامشخص,ست تاپ و شلوارک مردانه,,,نامشخص,,گرگ,,,,,,,مردانه,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,35,8,Medium,3.888888888888889,مردانه_Medium,7.159090909090908,-1.441914362938894,-0.8944848226646807
ست تی شرت و شلوار مردانه مدل ni کد 76787,مردانه,ست تی شرت و شلوار,92497c37-1779-4d1b-a9d1-e2639b8741d4,https://image.torob.com/base/images/18/Cu/18CuJQMHy7vfjdd3.jpg,نامشخص,ست تی شرت و شلوار مردانه مدل ni کد 76787,نامشخص,نامشخص,ست تی شرت و شلوار مردانه,,,نامشخص,,,,,,,,,مردانه,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,40,10,Medium,3.6363636363636362,مردانه_Medium,8.627450980392156,-0.21534033221714,-0.5362340251567184
تی شرت شلوارک کد 4543,نامشخص,تی شرت شلوارک,261ef7b9-d8c2-4ec1-b9bd-993582f6c37d,https://image.torob.com/base/images/lV/ve/lVveVOCjgVCP8f2K.jpg,نامشخص,تی شرت شلوارک کد 4543,نامشخص,نامشخص,تی شرت شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,21,5,Short,3.5,نامشخص_Short,4.666666666666667,-2.7873834598433875,0.8804697452619181
ست پیژامه مردانه طرح چهارخانه آنترسیت ملانژ برند u.s. polo assn.,مردانه,ست پیژامه,56e7f267-0104-4822-8cd0-238600aa47d8,https://image.torob.com/base/images/HS/nH/HSnHPbxMPWm4DXOx.jpg,u.s. polo assn.,ست پیژامه مردانه طرح چهارخانه آنترسیت ملانژ برند u.s. polo assn.,آنترسیت,u.s. polo assn.,ست پیژامه مردانه,,,نامشخص,,چهارخانه,,,,,,,مردانه,,,,,,,ملانژ,,,ﻪﻧﺍﺩﺮﻣ,ﺖﯿﺳﺮﺘﻧﺁ,64,11,Long,5.333333333333333,مردانه_Long,10.105263157894738,2.123974025610442,0.24028860110454878
ست پیژامه و لباس خواب مردانه مارکس اند اسپنسر Marks & Spencer اورجینال T07004762,مردانه,ست پیژامه و لباس خواب,24fcf077-d454-4be6-923b-c07e17567447,https://image.torob.com/base/images/wR/Dq/wRDqef6Gr8zvlnTI.jpg,Marks & Spencer,ست پیژامه و لباس خواب مردانه مارکس اند اسپنسر Marks & Spencer اورجینال T07004762,نامشخص,Marks & Spencer,ست پیژامه و لباس خواب مردانه,,,نامشخص,,,اورجینال,,,,,,مردانه,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,80,14,Long,5.333333333333333,مردانه_Long,12.631578947368421,2.4429558283338006,0.22332125361400343
تیشرت شلوار راحتی سایز بزرگ مردانه ترک 3879 Berland,مردانه,تیشرت شلوار راحتی,4c50ff5f-a4cd-4f63-afc8-eb54f6bf4854,https://image.torob.com/base/images/as/LP/asLP5g-x11NATsDc.jpg,Berland,تیشرت شلوار راحتی سایز بزرگ مردانه ترک 3879 Berland,نامشخص,Berland,تیشرت شلوار راحتی,,,سایز بزرگ,,,,,,,,,مردانه,,,,,,,,ترک,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,51,9,Medium,5.1,مردانه_Medium,8.360655737704919,-0.5352410503246023,-1.272464178767135
پیژامه فاق نرمال لایسنس دار- تحت لیسانس مردانه | یو اس پولو U.S. Polo Assn. 18471,مردانه,پیژامه فاق نرمال,6187431f-009b-4250-8a32-289b6e20c988,https://image.torob.com/base/images/PW/lP/PWlPwsu2LeU1uou9.jpg,یو اس پولو U.S. Polo Assn.,پیژامه فاق نرمال لایسنس دار- تحت لیسانس مردانه | یو اس پولو U.S. Polo Assn. 18471,نامشخص,یو اس پولو U.S. Polo Assn.,پیژامه فاق نرمال,,,نامشخص,,,لایسنس دار,,,,,,مردانه,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,81,16,Long,4.764705882352941,مردانه_Long,14.051020408163266,2.2072007032442182,0.5690474958382796
ست بلوز و شلوار نخپنبه مردانه ترک 2951-2,مردانه,ست بلوز و شلوار,782e39ea-91f9-47ef-85cc-be852a99cf0b,https://image.torob.com/base/images/Ax/qa/AxqasAg7pPETx_BC.jpg,نامشخص,ست بلوز و شلوار نخپنبه مردانه ترک 2951-2,نامشخص,نامشخص,ست بلوز و شلوار,نخپنبه,,نامشخص,,,,,,,,,مردانه,,,,,,,,ترک,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,40,8,Medium,4.444444444444445,مردانه_Medium,7.346938775510204,-1.0689973894599922,-0.9751191264018078
ست لباس شب مردانه استاندارد پیرکاردین 50293284-999,مردانه,ست لباس شب,e2daabbf-990a-4208-b313-13ff298ab73c,https://image.torob.com/base/images/6f/LJ/6fLJ_JhL1XJY13Lg.jpg,پیرکاردین,ست لباس شب مردانه استاندارد پیرکاردین 50293284-999,نامشخص,پیرکاردین,ست لباس شب مردانه,,,استاندارد,,,,,,,,,مردانه,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,50,7,Medium,6.25,مردانه_Medium,6.896551724137931,1.00494110748419,-0.22335966919866682
ست تاپ و شلوارک مردانه مدل پسر و ماشین کد N526,مردانه,ست تاپ و شلوارک,bc13e6ed-cfaa-4fea-b1c8-a088b85cb819,https://image.torob.com/base/images/71/N7/71N7nF5bWsq6FDYB.jpg,نامشخص,ست تاپ و شلوارک مردانه مدل پسر و ماشین کد N526,نامشخص,نامشخص,ست تاپ و شلوارک مردانه,,,نامشخص,,پسر و ماشین,,,,,,,مردانه,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,46,11,Medium,3.8333333333333335,مردانه_Medium,9.517241379310343,-0.08365310003552455,-0.6187244075672289
پیژامه و لباس خواب مردانه مشکی پیرکاردین | PCEP6081 اورجینال,مردانه,پیژامه و لباس خواب,290f79ed-8c6d-403b-9a48-44eef7f44aca,https://image.torob.com/base/images/oz/b5/ozb5xDlu23aKb9PZ.jpg,پیرکاردین,پیژامه و لباس خواب مردانه مشکی پیرکاردین | PCEP6081 اورجینال,مشکی,پیرکاردین,پیژامه و لباس خواب مردانه,,,نامشخص,,,اورجینال,,,,,,مردانه,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﮑﺸﻣ,60,10,Medium,5.454545454545454,مردانه_Medium,9.295774647887324,2.497542390242448,0.6878868343306717
ست پیژامه و لباس خواب یو اس پلو اورجینال U.S. Polo Assn. P-000000000000008654 USH.PR U.S. Polo Assn. Half Sleeve Shorts Set Crew Neck USH.PR1.ST8.N7.S7.AA7.USH,نامشخص,ست پیژامه و لباس خواب,48c49f63-1af2-41f9-b83a-1466a4390f59,https://image.torob.com/base/images/UC/6S/UC6S79mmMowKKA0I.jpg,U.S. Polo Assn.,ست پیژامه و لباس خواب یو اس پلو اورجینال U.S. Polo Assn. P-000000000000008654 USH.PR U.S. Polo Assn. Half Sleeve Shorts Set Crew Neck USH.PR1.ST8.N7.S7.AA7.USH,نامشخص,نامشخص,ست پیژامه و لباس خواب,,,نامشخص,Half Sleeve,,,,Crew Neck,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,159,24,,6.36,,21.603260869565215,0.003413707424818802,2.312732417840718
ست پیراهن شلوار بیسکویتی,نامشخص,ست پیراهن شلوار,35a64c30-c518-4f1c-80aa-f11151393881,https://image.torob.com/base/images/_1/xp/_1xpGPW2vUdy-Hzi.jpg,نامشخص,ست پیراهن شلوار بیسکویتی,نامشخص,نامشخص,ست پیراهن شلوار,,,نامشخص,,بیسکویتی,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,24,4,Short,4.8,نامشخص_Short,4.137931034482759,-0.9428140700041465,2.1030382361812268
ست راکی,نامشخص,ست راکی,f31a4cf0-1d76-4ad7-903b-57f721d1e49f,https://image.torob.com/base/images/bF/A2/bFA2UkjxUKJpArTv.jpg,نامشخص,ست راکی,نامشخص,نامشخص,ست راکی,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,7,2,Short,2.3333333333333335,نامشخص_Short,2.1,-0.47866028037956004,1.789197264087169
ست پیراهن شلوارک طرح دار AMC,نامشخص,ست پیراهن شلوارک,fc2dee33-cc40-4689-8314-f8665f347907,https://image.torob.com/base/images/FW/L6/FWL6QDT8DH40yYrx.jpg,AMC,ست پیراهن شلوارک طرح دار AMC,نامشخص,نامشخص,ست پیراهن شلوارک,,,نامشخص,,طرح دار,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,28,6,Short,4.0,نامشخص_Short,5.6,-1.4827149410418519,2.097375717671791
ست تیشرت شلوارک Catch,نامشخص,ست تیشرت شلوارک,a3bf052c-dba4-4531-958d-3000ec194a97,https://image.torob.com/base/images/HK/LE/HKLE2ubwe-440hMT.jpg,Catch,ست تیشرت شلوارک Catch,نامشخص,نامشخص,ست تیشرت شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,21,4,Short,4.2,نامشخص_Short,4.038461538461538,-2.0282880511148904,1.4029458230942233
ست تاپ و شلوارک سویکس Sevix مدل آستین حلقه ای - فقط عمده,نامشخص,ست تاپ و شلوارک,d3f9eecb-e365-4b24-b861-2df844d591ea,https://image.torob.com/base/images/PC/1x/PC1xJthKJ_6vQnEp.jpg,Sevix,ست تاپ و شلوارک سویکس Sevix مدل آستین حلقه ای - فقط عمده,نامشخص,نامشخص,ست تاپ و شلوارک,,,نامشخص,آستین حلقه ای,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,56,13,Medium,4.0,نامشخص_Medium,11.2,-0.6184087800728387,1.3693193062088707
ست رکابی و شلوارک طرح Louis Vuitton,نامشخص,ست رکابی و شلوارک,2d4dff77-891d-4274-9e04-f222a6e27228,https://image.torob.com/base/images/Hr/Oi/HrOi22q88Os0Dgdd.jpg,Louis Vuitton,ست رکابی و شلوارک طرح Louis Vuitton,نامشخص,نامشخص,ست رکابی و شلوارک,,,نامشخص,,Louis Vuitton,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,35,7,Medium,4.375,نامشخص_Medium,6.511627906976744,-1.4135401128764469,1.7187952600597904
ست مردانه خارجی تیشرت و شلوارک 7,مردانه,ست تیشرت و شلوارک,51a0b82a-d73c-4547-9e02-2e446fed78ea,https://image.torob.com/base/images/8t/N2/8tN2SeWtMzh4Nt00.jpg,نامشخص,ست مردانه خارجی تیشرت و شلوارک 7,نامشخص,نامشخص,ست تیشرت و شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,32,7,Medium,4.0,مردانه_Medium,6.4,-1.1820451056235968,-0.566584205963081
ست تیشرت-شلوارک D&G پارچه ترک مردانه رنگ سفید,مردانه,ست تیشرت-شلوارک,b16905a0-ad96-4f37-9793-4040f8e45641,https://image.torob.com/base/images/8c/kt/8cktlFEjuzP4nTnI.jpg,D&G,ست تیشرت-شلوارک D&G پارچه ترک مردانه رنگ سفید,سفید,نامشخص,ست تیشرت-شلوارک,پارچه ترک,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺪﯿﻔﺳ,45,8,Medium,5.0,مردانه_Medium,7.5,-0.13675000176261848,-0.5375277848925414
ست مردانه بسکتبالی وارداتی Bucks کد 4076 تکی,مردانه,ست بسکتبالی,000c7923-824b-4426-9e22-596c9c7a3bfa,https://image.torob.com/base/images/_o/Gu/_oGu8FQFypPtJOAS.jpg,Bucks,ست مردانه بسکتبالی وارداتی Bucks کد 4076 تکی,نامشخص,نامشخص,ست بسکتبالی,,,نامشخص,,,وارداتی,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,44,8,Medium,4.888888888888889,مردانه_Medium,7.471698113207546,-0.644581508670897,-1.0377350019215084
ست پیژامه و لباس خواب مردانه برند کیگیلی اصل 269676,مردانه,ست پیژامه و لباس خواب,61b2339f-88e7-4e78-800f-ef0818778c61,https://image.torob.com/base/images/lt/zU/ltzUUbfxcEahnVT7.jpg,کیگیلی,ست پیژامه و لباس خواب مردانه برند کیگیلی اصل 269676,نامشخص,نامشخص,ست پیژامه و لباس خواب,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,51,10,Medium,4.636363636363637,مردانه_Medium,9.048387096774192,1.3493551097706795,0.37330067818003415
تاپ مردانه,مردانه,تاپ,fba2abb3-54bc-411a-a499-e62c3419f1d2,https://image.torob.com/base/images/1m/9s/1m9sW5tPeG8cBWcq.jpg,نامشخص,تاپ مردانه,نامشخص,نامشخص,تاپ,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,10,2,Short,3.3333333333333335,مردانه_Short,2.3076923076923075,-2.959757775565556,-0.87158945501786
ست مردانه پاییزه برند آلمانی livergy سایز S اروپایی ست لیورجی مدل چهارخانه,مردانه,ست,a6543b77-e61a-4349-9ea2-26c928eb1256,https://image.torob.com/base/images/F1/QA/F1QAQ3TaHfZhBLYu.jpg,livergy,ست مردانه پاییزه برند آلمانی livergy سایز S اروپایی ست لیورجی مدل چهارخانه,نامشخص,نامشخص,ست,,,S اروپایی,,چهارخانه,,,,پاییزه,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,74,13,Long,5.285714285714286,مردانه_Long,11.772727272727273,1.384650474938399,-0.9007573583657744
ست تی شرت و شلوار مردانه مدل ca کد 7878,مردانه,ست تی شرت و شلوار,3da90bee-8113-46d8-be6e-66d24792e543,https://image.torob.com/base/images/GL/40/GL40yvrCRYnCVRgh.jpg,نامشخص,ست تی شرت و شلوار مردانه مدل ca کد 7878,نامشخص,نامشخص,ست تی شرت و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,39,10,Medium,3.5454545454545454,مردانه_Medium,8.58,-0.2798474677824444,-0.5322772464196417
ست دورس شلوار بالنسیگا H کد 2546,نامشخص,ست دورس شلوار,69b17ced-0c20-4e96-92ec-e671588c9974,https://image.torob.com/base/images/7J/hD/7JhDamm0TZ8o1RSk.jpg,بالنسیگا,ست دورس شلوار بالنسیگا H کد 2546,نامشخص,نامشخص,ست دورس شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,32,7,Medium,4.0,نامشخص_Medium,6.4,-1.7757995284526822,1.650165420783788
ست تیشرت و شلوار خواب برند robert wood,نامشخص,ست تیشرت و شلوار خواب,6df6beef-d767-4f4d-bb19-e83d7e846fb0,https://image.torob.com/base/images/vY/aI/vYaIWPbOZMdlrdZI.jpg,robert wood,ست تیشرت و شلوار خواب برند robert wood,نامشخص,نامشخص,ست تیشرت و شلوار خواب,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,38,8,Medium,4.222222222222222,نامشخص_Medium,7.276595744680851,-1.7493077590646742,1.3962839701511047
ست پیژامه و لباس خواب مردانه پیرکاردین Pierre Cardin اورجینال PC2024YAZ16,مردانه,ست پیژامه و لباس خواب,4cfbe2ca-84a3-4488-b557-1c55d86276f0,https://image.torob.com/base/images/iK/vc/iKvcoVeqjOYtOjFa.jpg,پیرکاردین,ست پیژامه و لباس خواب مردانه پیرکاردین Pierre Cardin اورجینال PC2024YAZ16,نامشخص,پیرکاردین,ست پیژامه و لباس خواب,,,نامشخص,,,اورجینال,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,73,11,Long,6.083333333333333,مردانه_Long,10.305882352941177,2.803733251180529,0.26773642325468067
ست پیژامه مردانه فیت نرمال ال سی وایکیکی دریم S43364Z8 | LCW DREAM,مردانه,ست پیژامه,36a8c0eb-d6e9-47ce-839b-f0774bfa8504,https://image.torob.com/base/images/VI/NL/VINL3zMFh1OA9Fra.jpg,ال سی وایکیکی,ست پیژامه مردانه فیت نرمال ال سی وایکیکی دریم S43364Z8 | LCW DREAM,نامشخص,ال سی وایکیکی,ست پیژامه,,,نامشخص,,,,فیت نرمال,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,66,13,Long,4.714285714285714,مردانه_Long,11.549999999999999,1.590240875447888,0.22636844569508277
ست تیشرت شلوار مردانه مدل CR7 (سبز),مردانه,ست تیشرت شلوار,5602f258-5a23-4ccd-b4d0-8cf8d0a2e5f3,https://image.torob.com/base/images/34/vj/34vjk1ZhnMRyT8rr.jpg,نامشخص,ست تیشرت شلوار مردانه مدل CR7 (سبز),سبز,نامشخص,ست تیشرت شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺰﺒﺳ,35,7,Medium,4.375,مردانه_Medium,6.511627906976744,-1.0467624132855153,-0.7839288916732249
ست تاپ و شلوارک مردانه طرح BOOM کد 1558,مردانه,ست تاپ و شلوارک,610e8d98-c0ff-4d94-aa8c-f4a5430841b1,https://image.torob.com/base/images/W-/X1/W-X1Rh260Y6U9t2_.jpg,نامشخص,ست تاپ و شلوارک مردانه طرح BOOM کد 1558,نامشخص,نامشخص,ست تاپ و شلوارک,,,نامشخص,,BOOM,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,39,9,Medium,3.9,مردانه_Medium,7.959183673469387,-1.3919582080577508,-0.9172586405930769
ست تیشرت شلوارکBULLSمردانه,مردانه,ست تیشرت شلوارک,3e7babc8-e105-4aaa-ac2a-e30cd2855237,https://image.torob.com/base/images/Sd/Fu/SdFuQVVOvD5P9Jsp.jpg,BULLS,ست تیشرت شلوارکBULLSمردانه,نامشخص,BULLS,ست تیشرت شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,26,3,Short,6.5,مردانه_Short,3.466666666666667,0.3221471785277195,-0.6715724968967146
ست تیشرت شلوارک مردانه,مردانه,ست تیشرت شلوارک,e4964b3c-2bbb-422f-b58a-4f13f88fdbea,https://image.torob.com/base/images/sh/63/sh63PN25-teJcVCF.jpg,نامشخص,ست تیشرت شلوارک مردانه,نامشخص,نامشخص,ست تیشرت شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,22,4,Short,4.4,مردانه_Short,4.0740740740740735,-1.1339369689641774,-0.644631835634619
ست تی شرت و شلوار مردانه مدل PENGR001,مردانه,ست تی شرت و شلوار,4ebae335-e1c0-4657-9815-726509d0bf15,https://image.torob.com/base/images/f_/6T/f_6T203DZ8MediGm.jpg,نامشخص,ست تی شرت و شلوار مردانه مدل PENGR001,نامشخص,نامشخص,ست تی شرت و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,37,8,Medium,4.111111111111111,مردانه_Medium,7.239130434782609,-1.2716315966740752,-0.8504030119595343
لباس لجنی سبز یقه ساده لباس استتار سبز جنس خوب لباس نظامی,نامشخص,لباس,ef348652-a070-439d-8f52-9c2c6a526cca,https://image.torob.com/base/images/S8/sZ/S8sZnFUB2ts9r6aI.jpg,نامشخص,لباس لجنی سبز یقه ساده لباس استتار سبز جنس خوب لباس نظامی,لجنی سبز,نامشخص,,,,نامشخص,,استتار,جنس خوب,نظامی,یقه ساده,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺰﺒﺳ ﯽﻨﺠﻟ,57,12,Medium,4.384615384615385,نامشخص_Medium,10.585714285714285,0.6471757894837379,2.5845726821121797
بادگیر شلوار ضد اب,نامشخص,بادگیر شلوار,d703d477-c9c2-4602-998e-ab36aa64e803,https://image.torob.com/base/images/9g/9v/9g9vFO8KDN_v7aG8.jpg,نامشخص,بادگیر شلوار ضد اب,نامشخص,نامشخص,,,,نامشخص,,,ضد آب,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,18,4,Short,3.6,نامشخص_Short,3.91304347826087,-2.9400603730756303,0.7888760030515211
ست مردانه مدمکست کد 5956 - 18547 | Madmext,مردانه,ست,ae98f2e1-c97a-4669-a3a4-69a022b529c3,https://image.torob.com/base/images/o-/uf/o-ufZtSDCMHOUFy6.jpg,Madmext,ست مردانه مدمکست کد 5956 - 18547 | Madmext,نامشخص,مدمکست,ست,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,42,9,Medium,4.2,مردانه_Medium,8.076923076923077,-1.309349505546171,-1.0766415478169933
ست پیژامه مردانه بوراتی کد 6572009 - 19351 | Buratti,مردانه,ست پیژامه,0067b11e-1e4d-4b47-9f0b-e102acdbb1d6,https://image.torob.com/base/images/yb/bt/ybbtDHXiI85tHE-h.jpg,بوراتی,ست پیژامه مردانه بوراتی کد 6572009 - 19351 | Buratti,نامشخص,بوراتی,ست پیژامه,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,52,10,Medium,4.7272727272727275,مردانه_Medium,9.079365079365079,1.4032331702026506,0.30155884523670745
سویشرت و شلوار تمام زیپ,نامشخص,سویشرت و شلوار,70f115ab-931c-4498-9968-0c77d0791414,https://image.torob.com/base/images/L-/Kx/L-KxMdWT4zkRjO0A.jpg,نامشخص,سویشرت و شلوار تمام زیپ,نامشخص,نامشخص,سویشرت و شلوار,,,نامشخص,,,,,تمام زیپ,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,23,5,Short,3.8333333333333335,نامشخص_Short,4.758620689655172,-1.4455629586909964,2.33844213369951
